capacity_bytes,smart_1_normalized,smart_2_normalized,smart_3_normalized,smart_4_normalized,smart_5_normalized,smart_7_normalized,smart_8_normalized,smart_9_normalized,smart_10_normalized,smart_11_normalized,smart_12_normalized,smart_183_normalized,smart_184_normalized,smart_187_normalized,smart_188_normalized,smart_189_normalized,smart_190_normalized,smart_191_normalized,smart_192_normalized,smart_193_normalized,smart_194_normalized,smart_195_normalized,smart_196_normalized,smart_197_normalized,smart_198_normalized,smart_199_normalized,smart_200_normalized,smart_220_normalized,smart_222_normalized,smart_223_normalized,smart_224_normalized,smart_225_normalized,smart_226_normalized,smart_240_normalized,smart_241_normalized,smart_242_normalized,failure
1.97665142785814e-311,114,128.66,92,100,100,87,115.96,77,100,101.59,100,99,100,100,100,92,76,100,100,93,24,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,115,128.66,93,100,100,85,115.96,92,100,101.59,100,100,100,100,100,100,83,100,100,79,17,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,100,132,129,100,100,100,113,97,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,250,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,100,134,100,100,100,100,117,99,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,193,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.48248990956645e-311,100,100,123,100,100,100,100,95,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,99,99,253,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.48248990956645e-311,100,133,100,100,100,100,133,96,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,162,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,100,133,100,100,100,100,115,99,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,193,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,100,133,100,100,100,100,115,99,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,250,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,118,128.66,96,100,100,86,115.96,79,100,101.59,100,99,100,100,100,100,69,100,100,100,31,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,118,128.66,92,100,100,77,115.96,99,100,101.59,100,100,100,100,100,100,72,100,100,95,28,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,100,134,100,100,100,100,113,99,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,230,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
9.88328391274756e-312,100,100,116,100,100,100,100,94,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,99,99,181,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.48248990956645e-311,100,100,129,100,100,100,100,95,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,99,99,253,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,114,128.66,99,100,100,79,115.96,98,100,101.59,100,100,100,100,100,100,68,100,100,100,32,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,117,128.66,94,100,100,81,115.96,97,100,101.59,100,100,100,100,100,100,69,100,100,94,31,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,100,132,136,100,100,100,111,99,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,230,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,114,128.66,97,100,100,86,115.96,91,100,101.59,100,100,100,100,100,100,83,100,100,99,17,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,100,133,100,100,100,100,117,99,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,230,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,115,128.66,94,100,100,90,115.96,79,100,101.59,100,99,100,100,100,92,74,100,100,86,26,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,118,128.66,91,100,100,87,115.96,77,100,101.59,100,99,100,100,100,91,78,100,100,97,22,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
2.96497446444152e-311,200,128.66,202,100,200,100,115.96,88,100,100,100,99.69,99.99,99.96,100,97.34,73.6,102.06,200,200,122,70.74,200,200,100,200,100,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,120,128.66,97,100,100,78,115.96,99,100,101.59,100,100,100,100,100,100,75,100,100,98,25,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,100,133,100,100,100,100,113,99,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,171,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,100,133,100,100,100,100,117,99,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,230,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,120,128.66,98,100,100,83,115.96,94,100,101.59,100,100,100,100,100,100,74,100,100,85,26,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,100,134,131,100,100,100,113,99,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,240,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,100,135,124,100,100,100,113,97,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,253,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,100,133,100,100,100,100,115,98,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,230,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,119,128.66,93,100,100,85,115.96,90,100,101.59,100,100,100,100,100,100,79,100,100,90,21,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
9.88328391274756e-312,100,100,114,100,100,100,100,95,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,253,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,100,135,100,100,100,100,113,99,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,200,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.48248990956645e-311,100,135,143,100,100,100,122,97,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,187,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.48248990956645e-311,100,136,141,100,100,100,122,97,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,193,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,117,128.66,94,100,100,75,115.96,99,100,101.59,100,100,100,100,100,100,74,100,100,97,26,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,100,133,100,100,100,100,113,98,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,222,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,119,128.66,99,100,100,77,115.96,99,100,101.59,100,100,100,100,100,100,69,100,100,100,31,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,117,128.66,95,100,100,78,115.96,99,100,101.59,100,100,100,100,100,100,70,100,100,98,30,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
9.88328391274756e-312,99,100,115,100,100,100,100,94,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,171,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.48248990956645e-311,100,134,123,100,100,100,133,95,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,181,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,119,128.66,99,100,100,75,115.96,99,100,101.59,100,100,100,100,100,100,73,100,100,97,27,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,100,133,100,100,100,100,113,99,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,230,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,118,128.66,93,100,100,87,115.96,77,100,101.59,100,99,100,100,100,96,78,100,100,90,22,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.48248990956645e-311,100,136,123,100,100,100,130,96,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,222,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,102,128.66,92,100,100,87,115.96,75,100,101.59,100,99,100,100,100,98,74,100,100,79,26,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,116,128.66,99,100,100,84,115.96,93,100,101.59,100,100,100,100,100,100,81,100,100,90,19,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,119,128.66,91,100,100,86,115.96,97,100,101.59,100,100,100,100,100,99,75,100,100,100,25,59,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,115,128.66,98,100,100,84,115.96,92,100,101.59,100,100,100,100,100,100,83,100,100,80,17,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,117,128.66,99,100,100,75,115.96,99,100,101.59,100,100,100,100,100,100,69,100,100,97,31,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,114,128.66,98,100,100,78,115.96,99,100,101.59,100,100,100,100,100,100,68,100,100,98,32,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,119,128.66,99,100,100,84,115.96,93,100,101.59,100,100,100,100,100,100,81,100,100,91,19,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,114,128.66,98,100,100,77,115.96,99,100,101.59,100,100,100,100,100,100,69,100,100,100,31,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,113,128.66,94,100,100,63,115.96,100,100,101.59,100,100,100,100,100,100,76,100,100,92,24,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,119,128.66,99,100,100,75,115.96,99,100,101.59,100,100,100,100,100,100,69,100,100,97,31,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
2.96497446444152e-311,112,128.66,94,100,100,87,115.96,93,100,101.59,100,100,100,100,100,100,70,100,100,94,30,70,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,117,128.66,91,100,100,80,115.96,82,100,101.59,100,100,100,100,100,95,77,100,100,87,23,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,119,128.66,99,100,100,77,115.96,99,100,101.59,100,100,100,100,100,100,70,100,100,95,30,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,116,128.66,95,100,100,77,115.96,99,100,101.59,100,100,100,100,100,100,73,100,100,100,27,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,116,128.66,98,100,100,77,115.96,99,100,101.59,100,100,100,100,100,100,72,100,100,100,28,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,116,128.66,99,100,100,75,115.96,99,100,101.59,100,100,100,100,100,100,69,100,100,97,31,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,113,128.66,92,100,100,87,115.96,76,100,101.59,100,100,100,100,100,97,76,100,100,67,24,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,115,128.66,99,100,100,85,115.96,90,100,101.59,100,100,100,100,100,100,78,100,100,99,22,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,114,128.66,99,100,100,77,115.96,99,100,101.59,100,100,100,100,100,100,72,100,100,95,28,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,114,128.66,95,100,100,85,115.96,81,100,101.59,100,100,100,100,100,81,76,100,100,99,24,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,117,128.66,91,100,100,86,115.96,91,100,101.59,100,100,100,98,100,100,83,100,100,99,17,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,114,128.66,94,100,100,66,115.96,100,100,101.59,100,100,100,100,100,100,72,100,100,91,28,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,116,128.66,94,100,100,85,115.96,79,100,101.59,100,99,100,100,100,98,76,100,100,94,24,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,111,128.66,94,100,100,84,115.96,93,100,101.59,100,100,100,100,100,100,79,100,100,90,21,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,114,128.66,94,100,100,66,115.96,100,100,101.59,100,100,100,100,100,100,72,100,100,91,28,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,114,128.66,94,100,100,66,115.96,100,100,101.59,100,100,100,100,100,100,71,100,100,91,29,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,114,128.66,94,100,100,66,115.96,100,100,101.59,100,100,100,100,100,100,72,100,100,91,28,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,117,128.66,95,100,100,77,115.96,99,100,101.59,100,100,100,100,100,100,78,100,100,100,22,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.48248990956645e-311,100,100,124,100,100,100,100,95,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,99,99,250,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,119,128.66,92,100,100,78,115.96,99,100,101.59,100,100,100,100,100,100,73,100,100,97,27,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,117,128.66,98,100,100,87,115.96,89,100,101.59,100,100,100,100,100,100,71,100,100,98,29,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,114,128.66,95,100,100,77,115.96,99,100,101.59,100,100,100,100,100,100,74,100,100,100,26,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,112,128.66,96,100,100,75,115.96,99,100,101.59,100,100,100,100,100,100,70,100,100,97,30,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,114,128.66,94,100,100,66,115.96,100,100,101.59,100,100,100,100,100,100,71,100,100,91,29,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,108,128.66,96,100,100,76,115.96,99,100,101.59,100,100,100,100,100,100,84,100,100,100,16,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,118,128.66,96,100,100,75,115.96,99,100,101.59,100,100,100,100,100,100,70,100,100,97,30,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,100,134,100,100,100,100,115,98,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,206,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,119,128.66,92,100,100,81,115.96,96,100,101.59,100,100,100,100,100,100,73,100,100,80,27,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,108,128.66,95,100,100,84,115.96,81,100,101.59,100,100,100,100,100,74,74,100,100,97,26,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,117,128.66,98,100,100,81,115.96,96,100,101.59,100,100,100,100,100,100,63,100,100,80,37,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,118,128.66,91,100,100,88,115.96,81,100,101.59,100,99,100,100,100,97,72,100,100,69,28,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,100,132,100,100,100,100,111,99,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,166,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,118,128.66,95,100,100,77,115.96,99,100,101.59,100,100,100,100,100,100,77,100,100,100,23,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,107,128.66,95,100,100,77,115.96,99,100,101.59,100,100,100,100,100,100,78,100,100,100,22,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,118,128.66,96,100,100,79,115.96,98,100,101.59,100,100,100,100,100,100,69,100,100,100,31,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,113,128.66,95,100,100,77,115.96,99,100,101.59,100,100,100,100,100,100,78,100,100,100,22,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,115,128.66,92,100,100,87,115.96,77,100,101.59,100,100,100,100,100,92,79,100,100,94,21,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,117,128.66,96,100,100,82,115.96,94,100,101.59,100,100,100,100,100,100,81,100,100,84,19,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,117,128.66,96,100,100,77,115.96,99,100,101.59,100,100,100,100,100,100,72,100,100,95,28,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,110,128.66,96,100,100,77,115.96,99,100,101.59,100,100,100,100,100,100,70,100,100,95,30,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,118,128.66,96,100,100,77,115.96,99,100,101.59,100,100,100,100,100,100,74,100,100,100,26,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.58137040544716e-312,118,128.66,98,100,100,87,115.96,77,100,101.59,100,99.69,100,100,100,100,75,100,100,63,25,51,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,113,128.66,92,100,100,84,115.96,81,100,101.59,100,99,100,100,100,98,78,100,100,97,22,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,111,128.66,92,100,100,86,115.96,92,100,101.59,100,100,100,100,100,100,75,100,100,95,25,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,100,133,100,100,100,100,111,98,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,253,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,100,133,100,100,100,100,113,99,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,240,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.48248990956645e-311,100,100,122,100,100,100,100,95,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,99,99,222,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,117,128.66,98,100,100,75,115.96,100,100,101.59,100,100,100,100,100,100,78,100,100,98,22,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,111,128.66,99,100,100,80,115.96,98,100,101.59,100,100,100,100,100,100,65,100,100,100,35,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,108,128.66,97,100,100,79,115.96,98,100,101.59,100,100,100,100,100,100,65,100,100,99,35,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,100,134,139,100,100,100,113,99,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,253,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.48248990956645e-311,100,100,123,100,100,100,100,95,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,99,99,253,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,120,128.66,98,100,100,84,115.96,92,100,101.59,100,100,100,100,100,100,82,100,100,80,18,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
9.88328391274756e-312,100,100,123,100,100,100,100,94,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,162,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,102,128.66,99,100,100,77,115.96,99,100,101.59,100,100,100,100,100,100,74,100,100,95,26,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,100,135,148,100,100,100,113,99,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,214,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,110,128.66,92,100,100,88,115.96,75,100,101.59,100,100,100,100,100,95,74,100,100,91,26,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,117,128.66,97,100,100,79,115.96,98,100,101.59,100,100,100,100,100,100,63,100,100,99,37,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,99,133,100,100,100,100,111,98,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,193,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,119,128.66,96,100,100,79,115.96,98,100,101.59,100,100,100,100,100,100,69,100,100,99,31,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,104,128.66,96,100,100,81,115.96,97,100,101.59,100,100,100,100,100,100,66,100,100,97,34,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
9.88328391274756e-312,100,100,114,100,100,100,100,94,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,99,99,222,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,115,128.66,96,100,100,79,115.96,98,100,101.59,100,100,100,100,100,100,67,100,100,100,33,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,100,134,147,100,100,100,115,98,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,200,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.48248990956645e-311,100,136,125,100,100,100,130,96,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,200,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
9.88328391274756e-312,100,100,117,100,100,100,100,94,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,153,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,111,128.66,93,100,100,86,115.96,80,100,101.59,100,100,100,100,100,91,79,100,100,95,21,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,100,134,122,100,100,100,109,97,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,240,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.48248990956645e-311,100,136,140,100,100,100,122,97,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,187,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.48248990956645e-311,98,100,125,100,100,100,100,95,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,99,99,214,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.48248990956645e-311,100,135,141,100,100,100,135,96,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,181,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,100,133,145,100,100,100,113,98,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,193,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,115,128.66,96,100,100,81,115.96,97,100,101.59,100,100,100,100,100,100,77,100,100,94,23,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,115,128.66,92,100,100,87,115.96,78,100,101.59,100,100,100,100,100,99,75,100,100,95,25,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,100,134,123,100,100,100,113,97,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,253,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.48248990956645e-311,100,136,123,100,100,100,135,96,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,250,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
