capacity_bytes,smart_1_normalized,smart_2_normalized,smart_3_normalized,smart_4_normalized,smart_5_normalized,smart_7_normalized,smart_8_normalized,smart_9_normalized,smart_10_normalized,smart_11_normalized,smart_12_normalized,smart_183_normalized,smart_184_normalized,smart_187_normalized,smart_188_normalized,smart_189_normalized,smart_190_normalized,smart_191_normalized,smart_192_normalized,smart_193_normalized,smart_194_normalized,smart_195_normalized,smart_196_normalized,smart_197_normalized,smart_198_normalized,smart_199_normalized,smart_200_normalized,smart_220_normalized,smart_222_normalized,smart_223_normalized,smart_224_normalized,smart_225_normalized,smart_226_normalized,smart_240_normalized,smart_241_normalized,smart_242_normalized,failure
1.48248990956645e-311,100,135,137,100,100,100,132,96,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,206,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,119,128.66,98,100,100,79,115.96,98,100,101.59,100,100,100,100,100,100,74,100,100,95,26,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,100,133,100,100,100,100,115,99,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,171,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,100,133,100,100,100,100,117,99,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,176,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,100,134,100,100,100,100,115,99,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,240,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,114,128.66,96,100,100,87,115.96,77,100,101.59,100,99,100,100,100,100,81,100,100,97,19,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,100,134,100,100,100,100,115,98,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,176,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,107,128.66,98,100,100,78,115.96,99,100,101.59,100,100,100,100,100,100,72,100,100,98,28,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.48248990956645e-311,100,100,123,100,100,100,100,95,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,99,99,253,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,114,128.66,93,100,100,84,115.96,81,100,101.59,100,99,100,100,100,96,74,100,100,99,26,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
2.96497446444152e-311,120,128.66,88,100,100,87,115.96,92,100,101.59,100,100,100,100,100,90,71,99,100,100,29,67,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
9.88328391274756e-312,100,100,133,100,100,100,100,94,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,99,99,214,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
2.96497446444152e-311,119,128.66,89,100,100,87,115.96,93,100,101.59,100,100,100,100,100,88,63,99,100,100,37,67,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.48248990956645e-311,100,136,144,100,100,100,122,97,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,253,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,117,128.66,99,100,100,86,115.96,90,100,101.59,100,100,100,100,100,100,74,100,100,99,26,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,117,128.66,92,100,100,85,115.96,77,100,101.59,100,99,100,100,100,100,80,100,100,45,20,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,110,128.66,92,100,100,86,115.96,78,100,101.59,100,100,100,100,100,98,72,100,100,96,28,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,117,128.66,92,100,100,82,115.96,96,100,101.59,100,100,100,100,100,100,70,100,100,88,30,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,118,128.66,93,100,100,81,115.96,88,100,101.59,100,100,100,100,100,100,73,100,100,99,27,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,110,128.66,99,100,100,77,115.96,99,100,101.59,100,100,100,100,100,100,79,100,100,95,21,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,118,128.66,94,100,100,81,115.96,96,100,101.59,100,100,100,100,100,100,72,100,100,81,28,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,100,133,100,100,100,100,113,99,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,253,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,100,133,100,100,100,100,111,99,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,214,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,119,128.66,97,100,100,82,115.96,95,100,101.59,100,100,100,100,100,100,74,100,100,87,26,70.74,111.81,100,100,200,104.94,100,85,105.72,100,90.7,100,100,100,100,0
1.97665142785814e-311,100,134,128,100,100,100,113,97,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,206,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
1.97665142785814e-311,100,133,100,100,100,100,113,99,100,101.59,100,99.69,99.99,99.96,100,97.34,73.6,102.06,100,100,171,70.74,100,100,100,200,104.94,100,85,105.72,100,90.7,100,99.97,100.06,100.06,0
